"goods_nomenclature_item_id";"regexp_replace"
"0304310000";"Fresh or chilled fillets of tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.)"
"0304310000";"Tilapia (Oreochromis spp.)"
"0304310000";"Tilapia (Oreochromis|spp.)"
"0304310000";"Tilapias (Oreochromis spp.)"
"0304320000";"Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)"
"0304320000";"Catfish (Pangasius|spp., Silurus|spp., Clarias|spp., Ictalurus|spp.)"
"0304330000";"Nile perch (Lates niloticus)"
"0304390000";"Other"
"0304410000";"Fresh or chilled fillets of other fish"
"0304410000";"Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)"
"0304420000";"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)"
"0304430000";"Flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae)"
"0304440000";"Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae"
"0304450000";"Swordfish (Xiphias gladius)"
"0304460000";"Toothfish (Dissostichus spp.)"
"0304460000";"Toothfish (Dissostichus|spp.)"
"0304470000";"Dogfish and other sharks"
"0304480000";"Rays and skates (Rajidae)"
"0304490000";"Other"
"0304510000";"Other, fresh or chilled"
"0304510000";"Tilapia (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.)"
"0304510000";"Tilapia (Oreochromis|spp.), catfish (Pangasius|spp., Silurus|spp., Clarias|spp., Ictalurus|spp.), carp (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys|spp., Cirrhinus|spp., Mylopharyngodon piceus), eels (Anguilla|spp.), Nile perch (Lates niloticus) and snakeheads (Channa|spp.)"
"0304510000";"Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.)"
"0304520000";"Salmonidae"
"0304530000";"Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae"
"0304540000";"Swordfish (Xiphias gladius)"
"0304550000";"Toothfish (Dissostichus spp.)"
"0304560000";"Dogfish and other sharks"
"0304570000";"Rays and skates (Rajidae)"
"0304590000";"Other"
"0304610000";"Frozen fillets of tilapia (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.)"
"0304610000";"Frozen fillets of tilapia (Oreochromis|spp.), catfish (Pangasius|spp., Silurus|spp., Clarias|spp., Ictalurus|spp.), carp (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys|spp., Cirrhinus|spp., Mylopharyngodon piceus), eels (Anguilla|spp.), Nile perch (Lates niloticus) and snakeheads (Channa|spp.)"
"0304610000";"Frozen fillets of tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.)"
"0304610000";"Tilapia (Oreochromis spp.)"
"0304610000";"Tilapia (Oreochromis|spp.)"
"0304610000";"Tilapias (Oreochromis spp.)"
"0304620000";"Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)"
"0304620000";"Catfish (Pangasius|spp., Silurus|spp., Clarias|spp., Ictalurus|spp.)"
"0304630000";"Nile perch (Lates niloticus)"
"0304690000";"Other"
"0304710000";"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)"
"0304710000";"Frozen fillets of fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae"
"0304720000";"Haddock (Melanogrammus aeglefinus)"
"0304730000";"Coalfish (Pollachius virens)"
"0304740000";"Hake (Merluccius spp., Urophycis spp.)"
"0304740000";"Hake (Merluccius|spp., Urophycis|spp.)"
"0304750000";"Alaska pollack (Theragra chalcogramma)"
"0304750000";"Alaska pollock (Theragra chalcogramma)"
"0304790000";"Other"
"0304810000";"Frozen fillets of other fish"
"0304810000";"Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)"
"0304820000";"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)"
"0304830000";"Flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae)"
"0304840000";"Swordfish (Xiphias gladius)"
"0304850000";"Toothfish (Dissostichus spp.)"
"0304850000";"Toothfish (Dissostichus|spp.)"
"0304860000";"Herring (Clupea harengus, Clupea pallasii)"
"0304860000";"Herrings (Clupea harengus, Clupea pallasii)"
"0304870000";"Tuna (of the genus Thunnus), skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis)"
"0304880000";"Dogfish, other sharks, rays and skates (Rajidae)"
"0304890000";"Other"
"0304900000";"Other"
"0304910000";"Other"
"0304910000";"Other, frozen"
"0304910000";"Swordfish (Xiphias gladius)"
"0304920000";"Toothfish (Dissostichus spp.)"
"0304930000";"Tilapia (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.)"
"0304930000";"Tilapia (Oreochromis|spp.), catfish (Pangasius|spp., Silurus|spp., Clarias|spp., Ictalurus|spp.), carp (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys|spp., Cirrhinus|spp., Mylopharyngodon piceus), eels (Anguilla|spp.), Nile perch (Lates niloticus) and snakeheads (Channa|spp.)"
"0304930000";"Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.)"
"0304940000";"Alaska pollack (Theragra chalcogramma)"
"0304940000";"Alaska pollock (Theragra chalcogramma)"
"0304950000";"Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, other than Alaska pollack (Theragra chalcogramma)"
"0304950000";"Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, other than Alaska pollock (Theragra chalcogramma)"
"0304960000";"Dogfish and other sharks"
"0304970000";"Rays and skates (Rajidae)"
"0304990000";"Other"
"0305100000";"Fish meal fit for human consumption"
"0305100000";"Flours, meals and pellets of fish, fit for human consumption"
"0305200000";"Livers and roes of fish, dried, smoked, salted or in brine"
"0305200000";"Livers, roes and milt of fish, dried, smoked, salted or in brine"
"0305300000";"Fish fillets, dried, salted or in brine, but not smoked"
"0305310000";"Fish fillets, dried, salted or in brine, but not smoked"
"0305310000";"Tilapia (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.)"
"0305310000";"Tilapia (Oreochromis|spp.), catfish (Pangasius|spp., Silurus|spp., Clarias|spp., Ictalurus|spp.), carp (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys|spp., Cirrhinus|spp., Mylopharyngodon piceus), eels (Anguilla|spp.), Nile perch (Lates niloticus) and snakeheads (Channa|spp.)"
"0305310000";"Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.)"
"0305320000";"Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae"
"0305390000";"Other"
"0305410000";"Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)"
"0305410000";"Pacific salmon (Oncorhynchus spp.), Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)"
"0305410000";"Smoked fish, including fillets"
"0305410000";"Smoked fish, including fillets, other than edible fish offal"
"0305420000";"Herring (Clupea harengus, Clupea pallasii)"
"0305420000";"Herrings (Clupea harengus, Clupea pallasii)"
"0305430000";"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)"
"0305440000";"Tilapia (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.)"
"0305440000";"Tilapia (Oreochromis|spp.), catfish (Pangasius|spp., Silurus|spp., Clarias|spp., Ictalurus|spp.), carp (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys|spp., Cirrhinus|spp., Mylopharyngodon piceus), eels (Anguilla|spp.), Nile perch (Lates niloticus) and snakeheads (Channa|spp.)"
"0305440000";"Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.)"
"0305440000";"Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.)"
"0305490000";"Other"
"0305510000";"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)"
"0305510000";"Dried fish, other than edible fish offal, whether or not salted but not smoked"
"0305510000";"Dried fish, whether or not salted but not smoked"
"0305520000";"Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.)"
"0305520000";"Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.)"
"0305530000";"Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, other than cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)"
"0305540000";"Herrings (Clupea harengus, Clupea pallasii), anchovies (Engraulis spp.), sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus), mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), Indian mackerels (Rastrelliger spp.), seerfishes (Scomberomorus spp.), jack and horse mackerel (Trachurus spp.), jacks, crevalles (Caranx spp.), cobia (Rachycentron canadum), silver pomfrets (Pampus spp.), Pacific saury (Cololabis saira), scads (Decapterus spp.), capelin (Mallotus villosus), swordfish (Xiphias gladius), Kawakawa (Euthynnus affinis), bonitos (Sarda spp.), marlins, sailfishes, spearfish (Istiophoridae)"
"0305590000";"Other"
"0305610000";"Fish, salted but not dried or smoked and fish in brine"
"0305610000";"Fish, salted but not dried or smoked and fish in brine, other than edible fish offal"
"0305610000";"Herring (Clupea harengus, Clupea pallasii)"
"0305610000";"Herrings (Clupea harengus, Clupea pallasii)"
"0305620000";"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)"
"0305630000";"Anchovies (Engraulis spp.)"
"0305640000";"Tilapia (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.)"
"0305640000";"Tilapia (Oreochromis|spp.), catfish (Pangasius|spp., Silurus|spp., Clarias|spp., Ictalurus|spp.), carp (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys|spp., Cirrhinus|spp., Mylopharyngodon piceus), eels (Anguilla|spp.), Nile perch (Lates niloticus) and snakeheads (Channa|spp.)"
"0305640000";"Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.)"
"0305690000";"Other"
"0305710000";"Fish fins, heads, tails, maws and other edible fish offal"
"0305710000";"Shark fins"
"0305720000";"Fish heads, tails and maws"
"0305790000";"Other"
"0306110000";"Frozen"
"0306110000";"Rock lobster and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.)"
"0306110000";"Rock lobster and other sea crawfish (Palinurus|spp., Panulirus|spp., Jasus|spp.)"
"0306120000";"Lobsters (Homarus spp.)"
"0306120000";"Lobsters (Homarus|spp.)"
"0306130000";"Shrimps and prawns"
"0306140000";"Crabs"
"0306150000";"Norway lobsters (Nephrops norvegicus)"
"0306160000";"Cold-water shrimps and prawns (Pandalus spp., Crangon crangon)"
"0306170000";"Other shrimps and prawns"
"0306190000";"Other"
"0306190000";"Other, including flours, meals and pellets of crustaceans, fit for human consumption"
"0306210000";"Not frozen"
"0306210000";"Rock lobster and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.)"
"0306210000";"Rock lobster and other sea crawfish (Palinurus|spp., Panulirus|spp., Jasus|spp.)"
"0306220000";"Lobsters (Homarus spp.)"
"0306220000";"Lobsters (Homarus|spp.)"
"0306230000";"Shrimps and prawns"
"0306240000";"Crabs"
"0306250000";"Norway lobsters (Nephrops norvegicus)"
"0306260000";"Cold-water shrimps and prawns (Pandalus spp., Crangon crangon)"
"0306260000";"Cold-water shrimps and prawns (Pandalus|spp., Crangon crangon)"
"0306270000";"Other shrimps and prawns"
"0306290000";"Other"
"0306290000";"Other, including flours, meals and pellets of crustaceans, fit for human consumption"
"0306310000";"Live, fresh or chilled"
"0306310000";"Rock lobster and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.)"
"0306320000";"Lobsters (Homarus spp.)"
"0306330000";"Crabs"
"0306340000";"Norway lobsters (Nephrops norvegicus)"
"0306350000";"Cold-water shrimps and prawns (Pandalus spp., Crangon crangon)"
"0306360000";"Other shrimps and prawns"
"0306390000";"Other, including flours, meals and pellets of crustaceans, fit for human consumption"
"0306910000";"Other"
"0306910000";"Rock lobster and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.)"
