"goods_nomenclature_sid","goods_nomenclature_item_id","producline_suffix","validity_start_date","validity_end_date","description","number_indents","goods_nomenclature_description_period_sid","desc_validity_start_date","desc_validity_end_date","nice_description","hs_chapter","hs_section","node","leaf","significant_digits"
103134,"0210995990","80","2017-09-21 00:00:00",NULL,"Other",6,143014,"2017-09-21 00:00:00",NULL," - - - - - - Other","02",1,"0210995990","1",10
72821,"0210997100","10","2002-01-01 00:00:00",NULL,"Other",4,122149,"2014-01-01 00:00:00",NULL," - - - - Other","02",1,"02109971","0",8
72822,"0210997100","20","2002-01-01 00:00:00",NULL,"Poultry liver",5,122150,"2014-01-01 00:00:00",NULL," - - - - - Poultry liver","02",1,"02109971","0",8
72823,"0210997100","80","2002-01-01 00:00:00",NULL,"Fatty livers of geese or ducks, salted or in brine",6,122151,"2014-01-01 00:00:00",NULL," - - - - - - Fatty livers of geese or ducks, salted or in brine","02",1,"02109971","1",8
72824,"0210997900","80","2002-01-01 00:00:00",NULL,"Other",6,122152,"2014-01-01 00:00:00",NULL," - - - - - - Other","02",1,"02109979","1",8
94356,"0210998500","80","2012-01-01 00:00:00",NULL,"Other",5,122153,"2014-01-01 00:00:00",NULL," - - - - - Other","02",1,"02109985","0",8
94357,"0210998510","80","2012-01-01 00:00:00",NULL,"Of sheep and goats",6,116628,"2012-01-01 00:00:00",NULL," - - - - - - Of sheep and goats","02",1,"0210998510","1",10
94358,"0210998590","80","2012-01-01 00:00:00",NULL,"Other",6,116629,"2012-01-01 00:00:00",NULL," - - - - - - Other","02",1,"0210998590","1",10
72828,"0210999000","80","2002-01-01 00:00:00",NULL,"Edible flours and meals of meat or meat offal",3,122154,"2014-01-01 00:00:00",NULL," - - - Edible flours and meals of meat or meat offal","02",1,"02109990","0",8
90054,"0210999010","80","2008-03-01 00:00:00",NULL,"Of domestic swine and bovine animals",4,112232,"2008-03-01 00:00:00",NULL," - - - - Of domestic swine and bovine animals","02",1,"0210999010","1",10
90080,"0210999090","80","2008-03-01 00:00:00",NULL,"Other",4,112258,"2008-03-01 00:00:00",NULL," - - - - Other","02",1,"0210999090","1",10
28373,"0300000000","80","1971-12-31 00:00:00",NULL,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",0,31762,"1971-12-31 00:00:00",NULL," FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES","03",1,"03","0",2
28374,"0301000000","80","1972-01-01 00:00:00",NULL,"Live fish",0,31763,"1972-01-01 00:00:00",NULL," Live fish","03",1,"0301","0",4
93788,"0301110000","10","2012-01-01 00:00:00",NULL,"Ornamental fish",1,122155,"2014-01-01 00:00:00",NULL," - Ornamental fish","03",1,"030111","0",6
93789,"0301110000","80","2012-01-01 00:00:00",NULL,"Freshwater fish",2,122156,"2014-01-01 00:00:00",NULL," - - Freshwater fish","03",1,"030111","1",6
93790,"0301190000","80","2012-01-01 00:00:00",NULL,"Other",2,143814,"2018-01-01 00:00:00",NULL," - - Other","03",1,"030119","1",6
28378,"0301910000","10","1972-01-01 00:00:00",NULL,"Other live fish",1,122158,"2014-01-01 00:00:00",NULL," - Other live fish","03",1,"030191","0",6
28379,"0301910000","80","1972-01-01 00:00:00",NULL,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",2,122159,"2014-01-01 00:00:00",NULL," - - Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)","03",1,"030191","0",6
63001,"0301911000","80","1996-01-01 00:00:00",NULL,"Of the species Oncorhynchus apache or Oncorhynchus chrysogaster",3,143815,"2018-01-01 00:00:00",NULL," - - - Of the species Oncorhynchus apache or Oncorhynchus chrysogaster","03",1,"03019110","1",8
59352,"0301919000","80","1996-01-01 00:00:00",NULL,"Other",3,143816,"2018-01-01 00:00:00",NULL," - - - Other","03",1,"03019190","0",8
98930,"0301919011","10","2014-11-07 00:00:00",NULL,"Of the species Oncorhynchus mykiss",4,134610,"2014-11-07 00:00:00",NULL," - - - - Of the species Oncorhynchus mykiss","03",1,"0301919011","0",10
98887,"0301919011","80","2014-11-07 00:00:00",NULL,"Weighing 1.2 kg or less each",5,134563,"2014-11-07 00:00:00",NULL," - - - - - Weighing 1.2 kg or less each","03",1,"0301919011","1",10
98900,"0301919019","80","2014-11-07 00:00:00",NULL,"Other",5,134576,"2014-11-07 00:00:00",NULL," - - - - - Other","03",1,"0301919019","1",10
60966,"0301919090","80","1996-01-01 00:00:00",NULL,"Other",4,68346,"1996-01-01 00:00:00",NULL," - - - - Other","03",1,"0301919090","1",10
28382,"0301920000","80","1972-01-01 00:00:00",NULL,"Eels (Anguilla spp.)",2,147456,"2019-01-01 00:00:00",NULL," - - Eels (Anguilla spp.)","03",1,"030192","0",6
93791,"0301921000","80","2012-01-01 00:00:00",NULL,"Of a length of less than 12|cm",3,122163,"2014-01-01 00:00:00",NULL," - - - Of a length of less than 12|cm","03",1,"03019210","1",8
93792,"0301923000","80","2012-01-01 00:00:00",NULL,"Of a length of 12|cm or more but less than 20|cm",3,140149,"2017-01-01 00:00:00",NULL," - - - Of a length of 12|cm or more but less than 20|cm","03",1,"03019230","1",8
93793,"0301929000","80","2012-01-01 00:00:00",NULL,"Of a length of 20|cm or more",3,122165,"2014-01-01 00:00:00",NULL," - - - Of a length of 20|cm or more","03",1,"03019290","1",8
28385,"0301930000","80","1972-01-01 00:00:00",NULL,"Carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.)",2,137894,"2017-01-01 00:00:00",NULL," - - Carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.)","03",1,"030193","1",6
85315,"0301940000","80","2007-01-01 00:00:00",NULL,"Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis)",2,140150,"2017-01-01 00:00:00",NULL," - - Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis)","03",1,"030194","0",6
93794,"0301941000","80","2012-01-01 00:00:00",NULL,"Atlantic bluefin tuna (Thunnus thynnus)",3,140151,"2017-01-01 00:00:00",NULL," - - - Atlantic bluefin tuna (Thunnus thynnus)","03",1,"03019410","1",8
93795,"0301949000","80","2012-01-01 00:00:00",NULL,"Pacific bluefin tuna (Thunnus orientalis)",3,140152,"2017-01-01 00:00:00",NULL," - - - Pacific bluefin tuna (Thunnus orientalis)","03",1,"03019490","1",8
85316,"0301950000","80","2007-01-01 00:00:00",NULL,"Southern bluefin tuna (Thunnus maccoyii)",2,140153,"2017-01-01 00:00:00",NULL," - - Southern bluefin tuna (Thunnus maccoyii)","03",1,"030195","1",6
28386,"0301990000","80","1972-01-01 00:00:00",NULL,"Other",2,143817,"2018-01-01 00:00:00",NULL," - - Other","03",1,"030199","0",6
28387,"0301991100","10","1972-01-01 00:00:00",NULL,"Freshwater fish",3,122172,"2014-01-01 00:00:00",NULL," - - - Freshwater fish","03",1,"03019911","0",8
28388,"0301991100","80","1972-01-01 00:00:00",NULL,"Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)",4,147457,"2019-01-01 00:00:00",NULL," - - - - Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)","03",1,"03019911","0",8
80994,"0301991140","80","2005-01-01 00:00:00",NULL,"Atlantic salmon (Salmo salar)",5,102872,"2005-01-01 00:00:00",NULL," - - - - - Atlantic salmon (Salmo salar)","03",1,"0301991140","1",10
80996,"0301991180","80","2005-01-01 00:00:00",NULL,"Other",5,102874,"2005-01-01 00:00:00",NULL," - - - - - Other","03",1,"0301991180","1",10
100567,"0301991700","80","2017-01-01 00:00:00",NULL,"Other",4,143818,"2018-01-01 00:00:00",NULL," - - - - Other","03",1,"03019917","1",8
93921,"0301998500","80","2012-01-01 00:00:00",NULL,"Other",3,143819,"2018-01-01 00:00:00",NULL," - - - Other","03",1,"03019985","0",8
93922,"0301998510","80","2012-01-01 00:00:00",NULL,"Sharks (Squalus|spp.)",4,116187,"2012-01-01 00:00:00",NULL," - - - - Sharks (Squalus|spp.)","03",1,"0301998510","1",10
93923,"0301998522","80","2012-01-01 00:00:00",NULL,"European sea bass (Dicentrarchus labrax)",4,116188,"2012-01-01 00:00:00",NULL," - - - - European sea bass (Dicentrarchus labrax)","03",1,"0301998522","1",10
93924,"0301998530","80","2012-01-01 00:00:00",NULL,"Porbeagle shark (Lamna nasus)",4,116189,"2012-01-01 00:00:00",NULL," - - - - Porbeagle shark (Lamna nasus)","03",1,"0301998530","1",10
93925,"0301998540","80","2012-01-01 00:00:00",NULL,"Lesser or Greenland halibut (Reinhardtius hippoglossoides)",4,116190,"2012-01-01 00:00:00",NULL," - - - - Lesser or Greenland halibut (Reinhardtius hippoglossoides)","03",1,"0301998540","1",10
93926,"0301998550","80","2012-01-01 00:00:00",NULL,"Atlantic halibut (Hippoglossus hippoglossus)",4,116191,"2012-01-01 00:00:00",NULL," - - - - Atlantic halibut (Hippoglossus hippoglossus)","03",1,"0301998550","1",10
93927,"0301998560","80","2012-01-01 00:00:00",NULL,"Gilt-head sea bream (Sparus aurata)",4,116192,"2012-01-01 00:00:00",NULL," - - - - Gilt-head sea bream (Sparus aurata)","03",1,"0301998560","1",10
93928,"0301998570","80","2012-01-01 00:00:00",NULL,"Swordfish (Xiphias gladius)",4,116193,"2012-01-01 00:00:00",NULL," - - - - Swordfish (Xiphias gladius)","03",1,"0301998570","1",10
93929,"0301998575","80","2012-01-01 00:00:00",NULL,"Bigeye tuna (Thunnus obesus)",4,116194,"2012-01-01 00:00:00",NULL," - - - - Bigeye tuna (Thunnus obesus)","03",1,"0301998575","1",10
93930,"0301998580","80","2012-01-01 00:00:00",NULL,"Sea bream (Dentex dentex, Pagellus|spp.)",4,116195,"2012-01-01 00:00:00",NULL," - - - - Sea bream (Dentex dentex, Pagellus|spp.)","03",1,"0301998580","1",10
93931,"0301998590","80","2012-01-01 00:00:00",NULL,"Other",4,116196,"2012-01-01 00:00:00",NULL," - - - - Other","03",1,"0301998590","1",10
28402,"0302000000","80","1972-01-01 00:00:00",NULL,"Fish, fresh or chilled, excluding fish fillets and other fish meat of heading|0304",0,147458,"2019-01-01 00:00:00",NULL," Fish, fresh or chilled, excluding fish fillets and other fish meat of heading|0304","03",1,"0302","0",4
28403,"0302110000","10","1972-01-01 00:00:00",NULL,"Salmonidae, excluding edible fish offal of subheadings 0302|91|to 0302|99",1,147459,"2019-01-01 00:00:00",NULL," - Salmonidae, excluding edible fish offal of subheadings 0302|91|to 0302|99","03",1,"030211","0",6
28404,"0302110000","80","1972-01-01 00:00:00",NULL,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",2,122178,"2014-01-01 00:00:00",NULL," - - Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)","03",1,"030211","0",6
63002,"0302111000","80","1996-01-01 00:00:00",NULL,"Of the species Oncorhynchus apache or Oncorhynchus chrysogaster",3,122179,"2014-01-01 00:00:00",NULL," - - - Of the species Oncorhynchus apache or Oncorhynchus chrysogaster","03",1,"03021110","1",8
76064,"0302112000","80","2003-01-01 00:00:00",NULL,"Of the species Oncorhynchus mykiss, with heads and gills on, gutted, weighing more than 1,2|kg each, or with heads off, gilled and gutted, weighing more than 1|kg each",3,147460,"2019-01-01 00:00:00",NULL," - - - Of the species Oncorhynchus mykiss, with heads and gills on, gutted, weighing more than 1,2|kg each, or with heads off, gilled and gutted, weighing more than 1|kg each","03",1,"03021120","1",8
76065,"0302118000","80","2003-01-01 00:00:00",NULL,"Other",3,143822,"2018-01-01 00:00:00",NULL," - - - Other","03",1,"03021180","0",8
98931,"0302118011","10","2014-11-07 00:00:00",NULL,"Of the species Oncorhynchus mykiss",4,134611,"2014-11-07 00:00:00",NULL," - - - - Of the species Oncorhynchus mykiss","03",1,"0302118011","0",10
98889,"0302118011","80","2014-11-07 00:00:00",NULL,"In the form of whole fish (with heads on), whether or not gilled, whether or not gutted, weighing 1,2 kg or less each; with heads off, whether or not gilled, whether or not gutted, weighing 1 kg or less each",5,134565,"2014-11-07 00:00:00",NULL," - - - - - In the form of whole fish (with heads on), whether or not gilled, whether or not gutted, weighing 1,2 kg or less each; with heads off, whether or not gilled, whether or not gutted, weighing 1 kg or less each","03",1,"0302118011","1",10
98901,"0302118019","80","2014-11-07 00:00:00",NULL,"Other",5,134577,"2014-11-07 00:00:00",NULL," - - - - - Other","03",1,"0302118019","1",10
76145,"0302118090","80","2003-01-01 00:00:00",NULL,"Other",4,96323,"2003-01-01 00:00:00",NULL," - - - - Other","03",1,"0302118090","1",10
93949,"0302130000","80","2012-01-01 00:00:00",NULL,"Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus)",2,147461,"2019-01-01 00:00:00",NULL," - - Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus)","03",1,"030213","1",6
93950,"0302140000","80","2012-01-01 00:00:00",NULL,"Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)",2,147462,"2019-01-01 00:00:00",NULL," - - Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)","03",1,"030214","0",6
93951,"0302140010","80","2012-01-01 00:00:00",NULL,"Atlantic salmon (Salmo salar)",3,116216,"2012-01-01 00:00:00",NULL," - - - Atlantic salmon (Salmo salar)","03",1,"0302140010","1",10
93952,"0302140090","80","2012-01-01 00:00:00",NULL,"Danube salmon (Hucho hucho)",3,116217,"2012-01-01 00:00:00",NULL," - - - Danube salmon (Hucho hucho)","03",1,"0302140090","1",10
28415,"0302190000","80","1972-01-01 00:00:00",NULL,"Other",2,122184,"2014-01-01 00:00:00",NULL," - - Other","03",1,"030219","1",6
28416,"0302210000","10","1972-01-01 00:00:00",NULL,"Flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae), excluding edible fish offal of subheadings 0302|91|to 0302|99",1,147463,"2019-01-01 00:00:00",NULL," - Flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae), excluding edible fish offal of subheadings 0302|91|to 0302|99","03",1,"030221","0",6
28417,"0302210000","80","1972-01-01 00:00:00",NULL,"Halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis)",2,143824,"2018-01-01 00:00:00",NULL," - - Halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis)","03",1,"030221","0",6
28418,"0302211000","80","1972-01-01 00:00:00",NULL,"Lesser or Greenland halibut (Reinhardtius hippoglossoides)",3,143825,"2018-01-01 00:00:00",NULL," - - - Lesser or Greenland halibut (Reinhardtius hippoglossoides)","03",1,"03022110","1",8
28421,"0302213000","80","1972-01-01 00:00:00",NULL,"Atlantic halibut (Hippoglossus hippoglossus)",3,143826,"2018-01-01 00:00:00",NULL," - - - Atlantic halibut (Hippoglossus hippoglossus)","03",1,"03022130","1",8
28422,"0302219000","80","1972-01-01 00:00:00",NULL,"Pacific halibut (Hippoglossus stenolepis)",3,143827,"2018-01-01 00:00:00",NULL," - - - Pacific halibut (Hippoglossus stenolepis)","03",1,"03022190","1",8
28423,"0302220000","80","1972-01-01 00:00:00",NULL,"Plaice (Pleuronectes platessa)",2,122190,"2014-01-01 00:00:00",NULL," - - Plaice (Pleuronectes platessa)","03",1,"030222","1",6
28426,"0302230000","80","1972-01-01 00:00:00",NULL,"Sole (Solea spp.)",2,140162,"2017-01-01 00:00:00",NULL," - - Sole (Solea spp.)","03",1,"030223","1",6
93953,"0302240000","80","2012-01-01 00:00:00",NULL,"Turbots (Psetta maxima)",2,143828,"2018-01-01 00:00:00",NULL," - - Turbots (Psetta maxima)","03",1,"030224","1",6
28427,"0302290000","80","1972-01-01 00:00:00",NULL,"Other",2,143829,"2018-01-01 00:00:00",NULL," - - Other","03",1,"030229","0",6
28430,"0302291000","80","1990-01-01 00:00:00",NULL,"Megrim (Lepidorhombus spp.)",3,143830,"2018-01-01 00:00:00",NULL," - - - Megrim (Lepidorhombus spp.)","03",1,"03022910","1",8
93954,"0302298000","80","2012-01-01 00:00:00",NULL,"Other",3,122195,"2014-01-01 00:00:00",NULL," - - - Other","03",1,"03022980","1",8
28432,"0302310000","10","1972-01-01 00:00:00",NULL,"Tunas (of the genus Thunnus), skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding edible fish offal of subheadings 0302|91|to 0302|99",1,147464,"2019-01-01 00:00:00",NULL," - Tunas (of the genus Thunnus), skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding edible fish offal of subheadings 0302|91|to 0302|99","03",1,"030231","0",6
28433,"0302310000","80","1972-01-01 00:00:00",NULL,"Albacore or longfinned tuna (Thunnus alalunga)",2,140164,"2017-01-01 00:00:00",NULL," - - Albacore or longfinned tuna (Thunnus alalunga)","03",1,"030231","0",6
28434,"0302311000","80","1972-01-01 00:00:00",NULL,"For the industrial manufacture of products of heading|1604",3,122198,"2014-01-01 00:00:00",NULL," - - - For the industrial manufacture of products of heading|1604","03",1,"03023110","1",8
28435,"0302319000","80","1972-01-01 00:00:00",NULL,"Other",3,147465,"2019-01-01 00:00:00",NULL," - - - Other","03",1,"03023190","1",8
28436,"0302320000","80","1972-01-01 00:00:00",NULL,"Yellowfin tuna (Thunnus albacares)",2,140165,"2017-01-01 00:00:00",NULL," - - Yellowfin tuna (Thunnus albacares)","03",1,"030232","0",6
28437,"0302321000","80","1972-01-01 00:00:00",NULL,"For the industrial manufacture of products of heading|1604",3,122201,"2014-01-01 00:00:00",NULL," - - - For the industrial manufacture of products of heading|1604","03",1,"03023210","1",8
28438,"0302329000","80","1972-01-01 00:00:00",NULL,"Other",3,147466,"2019-01-01 00:00:00",NULL," - - - Other","03",1,"03023290","1",8
28439,"0302330000","80","1972-01-01 00:00:00",NULL,"Skipjack or stripe-bellied bonito",2,140166,"2017-01-01 00:00:00",NULL," - - Skipjack or stripe-bellied bonito","03",1,"030233","0",6
28440,"0302331000","80","1972-01-01 00:00:00",NULL,"For the industrial manufacture of products of heading|1604",3,122204,"2014-01-01 00:00:00",NULL," - - - For the industrial manufacture of products of heading|1604","03",1,"03023310","1",8
28441,"0302339000","80","1972-01-01 00:00:00",NULL,"Other",3,147467,"2019-01-01 00:00:00",NULL," - - - Other","03",1,"03023390","1",8
72829,"0302340000","80","2002-01-01 00:00:00",NULL,"Bigeye tuna (Thunnus obesus)",2,140167,"2017-01-01 00:00:00",NULL," - - Bigeye tuna (Thunnus obesus)","03",1,"030234","0",6
