SID,Measure type,Commodity,Additional code,Geography,Valid dates,Order number,Measure components,Conditions,Footnotes
3632028,[122] Non preferential tariff quota,0204507990,,01/05/2018 - 31/12/2018,,[01] 0.00%,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD382: (Conditions) Access to the tariff quota shall be conditional on presentation of a document issued by the competent authority or agency in the third country of origin. This document is setting out the following: (a) the name of the consigner; (b) the type of product and its CN code; (c) the number of packages, their nature and the marks and numbers they bear; (d) the order number or order numbers of the tariff quota concerned; (e) the total net weight broken down per coefficient category as provided for in Article 3(2) of Regulation (EU) No 1354/2011."
3631976,[122] Non preferential tariff quota,0204507990,,01/05/2018 - 31/12/2018,,[01] 0.00%,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD382: (Conditions) Access to the tariff quota shall be conditional on presentation of a document issued by the competent authority or agency in the third country of origin. This document is setting out the following: (a) the name of the consigner; (b) the type of product and its CN code; (c) the number of packages, their nature and the marks and numbers they bear; (d) the order number or order numbers of the tariff quota concerned; (e) the total net weight broken down per coefficient category as provided for in Article 3(2) of Regulation (EU) No 1354/2011."
3632002,[122] Non preferential tariff quota,0204507990,,01/05/2018 - 31/12/2018,,[01] 0.00%,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD382: (Conditions) Access to the tariff quota shall be conditional on presentation of a document issued by the competent authority or agency in the third country of origin. This document is setting out the following: (a) the name of the consigner; (b) the type of product and its CN code; (c) the number of packages, their nature and the marks and numbers they bear; (d) the order number or order numbers of the tariff quota concerned; (e) the total net weight broken down per coefficient category as provided for in Article 3(2) of Regulation (EU) No 1354/2011."
3632080,[122] Non preferential tariff quota,0204507990,,01/05/2018 - 31/12/2018,,[01] 0.00%,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD382: (Conditions) Access to the tariff quota shall be conditional on presentation of a document issued by the competent authority or agency in the third country of origin. This document is setting out the following: (a) the name of the consigner; (b) the type of product and its CN code; (c) the number of packages, their nature and the marks and numbers they bear; (d) the order number or order numbers of the tariff quota concerned; (e) the total net weight broken down per coefficient category as provided for in Article 3(2) of Regulation (EU) No 1354/2011."
3632164,[122] Non preferential tariff quota,0204507990,,01/05/2018 - 31/12/2018,,[01] 0.00%,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD382: (Conditions) Access to the tariff quota shall be conditional on presentation of a document issued by the competent authority or agency in the third country of origin. This document is setting out the following: (a) the name of the consigner; (b) the type of product and its CN code; (c) the number of packages, their nature and the marks and numbers they bear; (d) the order number or order numbers of the tariff quota concerned; (e) the total net weight broken down per coefficient category as provided for in Article 3(2) of Regulation (EU) No 1354/2011."
3632054,[122] Non preferential tariff quota,0204507990,,01/05/2018 - 31/12/2018,,[01] 0.00%,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD382: (Conditions) Access to the tariff quota shall be conditional on presentation of a document issued by the competent authority or agency in the third country of origin. This document is setting out the following: (a) the name of the consigner; (b) the type of product and its CN code; (c) the number of packages, their nature and the marks and numbers they bear; (d) the order number or order numbers of the tariff quota concerned; (e) the total net weight broken down per coefficient category as provided for in Article 3(2) of Regulation (EU) No 1354/2011."
3631280,[143] Preferential tariff quota,0204100000,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631254,[143] Preferential tariff quota,0204100000,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631332,[143] Preferential tariff quota,0204100000,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631306,[143] Preferential tariff quota,0204100000,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631307,[143] Preferential tariff quota,0204210000,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631281,[143] Preferential tariff quota,0204210000,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631333,[143] Preferential tariff quota,0204210000,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631255,[143] Preferential tariff quota,0204210000,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631282,[143] Preferential tariff quota,0204220000,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631308,[143] Preferential tariff quota,0204220000,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631256,[143] Preferential tariff quota,0204220000,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631334,[143] Preferential tariff quota,0204220000,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631257,[143] Preferential tariff quota,0204230011,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631335,[143] Preferential tariff quota,0204230011,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631309,[143] Preferential tariff quota,0204230011,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631283,[143] Preferential tariff quota,0204230011,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631284,[143] Preferential tariff quota,0204230019,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631310,[143] Preferential tariff quota,0204230019,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631258,[143] Preferential tariff quota,0204230019,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631336,[143] Preferential tariff quota,0204230019,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631311,[143] Preferential tariff quota,0204230091,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631337,[143] Preferential tariff quota,0204230091,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631259,[143] Preferential tariff quota,0204230091,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631285,[143] Preferential tariff quota,0204230091,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631338,[143] Preferential tariff quota,0204230099,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631260,[143] Preferential tariff quota,0204230099,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631286,[143] Preferential tariff quota,0204230099,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631312,[143] Preferential tariff quota,0204230099,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631339,[143] Preferential tariff quota,0204300000,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631287,[143] Preferential tariff quota,0204300000,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631313,[143] Preferential tariff quota,0204300000,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631261,[143] Preferential tariff quota,0204300000,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631340,[143] Preferential tariff quota,0204410000,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631314,[143] Preferential tariff quota,0204410000,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631262,[143] Preferential tariff quota,0204410000,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631288,[143] Preferential tariff quota,0204410000,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631263,[143] Preferential tariff quota,0204420000,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631315,[143] Preferential tariff quota,0204420000,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631289,[143] Preferential tariff quota,0204420000,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631341,[143] Preferential tariff quota,0204420000,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631342,[143] Preferential tariff quota,0204431000,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631316,[143] Preferential tariff quota,0204431000,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631264,[143] Preferential tariff quota,0204431000,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631290,[143] Preferential tariff quota,0204431000,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631343,[143] Preferential tariff quota,0204439000,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631291,[143] Preferential tariff quota,0204439000,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631265,[143] Preferential tariff quota,0204439000,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631317,[143] Preferential tariff quota,0204439000,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631266,[143] Preferential tariff quota,0204501100,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631344,[143] Preferential tariff quota,0204501100,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631318,[143] Preferential tariff quota,0204501100,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631292,[143] Preferential tariff quota,0204501100,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631267,[143] Preferential tariff quota,0204501300,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631293,[143] Preferential tariff quota,0204501300,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631345,[143] Preferential tariff quota,0204501300,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631319,[143] Preferential tariff quota,0204501300,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631320,[143] Preferential tariff quota,0204501500,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631268,[143] Preferential tariff quota,0204501500,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631294,[143] Preferential tariff quota,0204501500,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631346,[143] Preferential tariff quota,0204501500,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631347,[143] Preferential tariff quota,0204501900,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631295,[143] Preferential tariff quota,0204501900,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631269,[143] Preferential tariff quota,0204501900,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631321,[143] Preferential tariff quota,0204501900,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631296,[143] Preferential tariff quota,0204503100,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631348,[143] Preferential tariff quota,0204503100,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631270,[143] Preferential tariff quota,0204503100,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631322,[143] Preferential tariff quota,0204503100,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631297,[143] Preferential tariff quota,0204503910,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631271,[143] Preferential tariff quota,0204503910,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631349,[143] Preferential tariff quota,0204503910,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631323,[143] Preferential tariff quota,0204503910,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631272,[143] Preferential tariff quota,0204503990,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631350,[143] Preferential tariff quota,0204503990,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631298,[143] Preferential tariff quota,0204503990,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631324,[143] Preferential tariff quota,0204503990,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631351,[143] Preferential tariff quota,0204505100,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631325,[143] Preferential tariff quota,0204505100,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631299,[143] Preferential tariff quota,0204505100,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631273,[143] Preferential tariff quota,0204505100,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631274,[143] Preferential tariff quota,0204505300,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631300,[143] Preferential tariff quota,0204505300,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631352,[143] Preferential tariff quota,0204505300,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631326,[143] Preferential tariff quota,0204505300,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631327,[143] Preferential tariff quota,0204505500,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631353,[143] Preferential tariff quota,0204505500,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631275,[143] Preferential tariff quota,0204505500,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631301,[143] Preferential tariff quota,0204505500,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631276,[143] Preferential tariff quota,0204505900,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631354,[143] Preferential tariff quota,0204505900,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631328,[143] Preferential tariff quota,0204505900,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631302,[143] Preferential tariff quota,0204505900,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631329,[143] Preferential tariff quota,0204507100,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631303,[143] Preferential tariff quota,0204507100,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631355,[143] Preferential tariff quota,0204507100,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631277,[143] Preferential tariff quota,0204507100,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631278,[143] Preferential tariff quota,0204507910,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631304,[143] Preferential tariff quota,0204507910,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631330,[143] Preferential tariff quota,0204507910,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631356,[143] Preferential tariff quota,0204507910,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631305,[143] Preferential tariff quota,0204507990,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631279,[143] Preferential tariff quota,0204507990,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631357,[143] Preferential tariff quota,0204507990,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
3631331,[143] Preferential tariff quota,0204507990,,01/05/2018 - 31/12/2018,,[01] 0.00%,,
